"","x"
"5868","ADAMTS7P1"
"5869","NLRP9"
"5870",NA
"5871","SEMA6A-AS1"
"5872","EFNB3"
"5873","POLR2J"
"5874",NA
"5875",NA
"5876","NR2C2AP"
"5877","FBXL8"
"5878","ANKRD20A17P"
"5879","MIR4782"
"5880","HLA-F-AS1"
"5881",NA
"5882","KCNH7"
"5883","SCARA3"
"5884","RPL14P4"
"5885",NA
"5886","CRYBB1"
"5887","CDRT4"
"5888","TNFSF13B"
"5889",NA
"5890","MTCO2P27"
"5891","RPL23AP48"
"5892","HLA-DPB1"
"5893",NA
"5894","TSSC2"
"5895",NA
"5896",NA
"5897",NA
"5898",NA
"5899","PLCH1-AS2"
"5900",NA
"5901","CRLF2"
"5902","ERMN"
"5903","ABR"
"5904","RPL26P23"
"5905",NA
"5906","PGAP4"
"5907",NA
"5908",NA
"5909","RANBP17"
"5910","PSG2"
"5911",NA
"5912","EHD2"
"5913",NA
"5914",NA
"5915","LOC554206"
"5916",NA
"5917","B3GAT1"
"5918",NA
"5919",NA
"5920","LOC100420011"
"5921","TRBV23-1"
"5922",NA
"5923","FAXC"
"5924","CCT4P2"
"5925",NA
"5926",NA
"5927",NA
"5928","MAPK8IP3"
"5929",NA
"5930","PPIAP20"
"5931","RNA5SP202"
"5932",NA
"5933",NA
"5934","RPL21P90"
"5935","FBXL19-AS1"
"5936",NA
"5937","OR9A3P"
"5938","RNASE11"
"5939","FBXL19"
"5940",NA
"5941","MOGAT3"
"5942",NA
"5943","RPS23P3"
"5944","SLC12A8"
"5945","ADIG"
"5946","LOC101926934"
"5947",NA
"5948","LOC102723536"
"5949","ELF3"
"5950","LOC100289561"
"5951",NA
"5952","PLA2G4E"
"5953",NA
"5954",NA
"5955","DYRK2"
"5956","BIN1"
"5957",NA
"5958","RNU6-12P"
"5959","ADAP2"
"5960","RPL5P24"
"5961",NA
"5962",NA
"5963",NA
"5964",NA
"5965",NA
"5966","MTCO1P39"
"5967","MIR4648"
"5968","GOLGA6L4"
"5969",NA
"5970","TES"
"5971",NA
"5972","CACNA1C-AS2"
"5973",NA
"5974",NA
"5975","ULBP2"
"5976",NA
"5977","RPS10P27"
"5978","ARHGAP45"
"5979",NA
"5980","ZNF723"
"5981",NA
"5982","PRUNE2"
"5983",NA
"5984","IDO1"
"5985","RPS17P6"
"5986",NA
"5987","POU2F2-AS1"
"5988",NA
"5989","MIR548I2"
"5990","MAD1L1"
"5991",NA
"5992","EFHB"
"5993",NA
"5994","ATP13A4"
"5995","JPH2"
"5996",NA
"5997",NA
"5998",NA
"5999",NA
"6000",NA
"6001",NA
"6002","AMY2B"
"6003",NA
"6004",NA
"6005",NA
"6006","CLDN4"
"6007",NA
"6008","CASP5"
"6009","FASLG"
"6010","RN7SL138P"
"6011","FBF1"
"6012","LPAR6"
"6013","CSN3"
"6014",NA
"6015","MIR4728"
"6016","P3H4"
"6017","SOX5-AS1"
"6018","KLRC4"
"6019","ROMO1"
"6020",NA
"6021","LMNB1"
"6022","KCNK15"
"6023","SANBR"
"6024",NA
"6025",NA
"6026",NA
"6027",NA
"6028",NA
"6029","LOC100288001"
"6030","LINC02243"
"6031","EDIL3"
"6032","ANKRD26P3"
"6033","VN1R80P"
"6034","LINC01414"
"6035",NA
"6036",NA
"6037","RAD9A"
"6038","KRT8P35"
"6039","SPATA3-AS1"
"6040",NA
"6041","ZNF679"
"6042","MIR3153"
"6043",NA
"6044","HSP90AB7P"
"6045","RNU6-132P"
"6046",NA
"6047",NA
"6048",NA
"6049",NA
"6050","LINC00858"
"6051",NA
"6052",NA
"6053","ATP1A4"
"6054","LOC100421100"
"6055",NA
"6056","MIR7851"
"6057","BORCS8-MEF2B"
"6058",NA
"6059",NA
"6060",NA
"6061","ZFAS1"
"6062",NA
"6063","FAIM"
"6064",NA
"6065",NA
"6066","FOXD4L5"
"6067","PSMB10"
"6068","TMEFF1"
"6069","GBAP1"
"6070",NA
"6071","IL12RB1"
"6072",NA
"6073",NA
"6074",NA
"6075",NA
"6076","ZAP70"
"6077",NA
"6078",NA
"6079","PLD2"
"6080","GPS2"
"6081","TAP1"
"6082","MIR499A"
"6083",NA
"6084",NA
"6085",NA
"6086","LTO1P1"
"6087","CDH8"
"6088","HLA-DQB1"
"6089","CDK10"
"6090",NA
"6091",NA
"6092","MIR4713HG"
"6093",NA
"6094","RPL37P11"
"6095","RPL9P2"
"6096","RGSL1"
"6097","LGALS3"
"6098","SEC16B"
"6099",NA
"6100","CPLX1"
"6101","IGLV5-48"
"6102",NA
"6103",NA
"6104",NA
"6105",NA
"6106",NA
"6107","STX1A"
"6108","MIR31HG"
"6109","RRN3P4"
"6110","RNU2-37P"
"6111",NA
"6112","MYO15B"
"6113",NA
"6114",NA
"6115","KRT72"
"6116",NA
"6117",NA
"6118","PTPN22"
"6119","RNU6-1238P"
"6120",NA
"6121",NA
"6122","KRT8P20"
"6123",NA
"6124",NA
"6125","AMIGO3"
"6126",NA
"6127",NA
"6128","SPAG11A"
"6129",NA
"6130",NA
"6131","RN7SKP241"
"6132",NA
"6133","DIRAS2"
"6134","KCNK4-TEX40"
"6135",NA
"6136",NA
"6137","RPL7AP21"
"6138","MTCO2P15"
"6139","MIR4479"
"6140","PIK3R2"
"6141","MCIDAS"
"6142","LIPA"
"6143","OASL"
"6144","GFI1"
"6145","LOC729707"
"6146","SLC13A4"
"6147","RPS8P1"
"6148",NA
"6149","SLC15A1"
"6150","ARL6IP5"
"6151",NA
"6152","RASAL3"
"6153",NA
"6154","MZT2A"
"6155",NA
"6156","SAP25"
"6157",NA
"6158",NA
"6159",NA
"6160",NA
"6161","EIF4A1P2"
"6162",NA
"6163","NINJ2"
"6164",NA
"6165",NA
"6166","ATP5PDP1"
"6167","RNU6-759P"
"6168",NA
"6169","EPHA6"
"6170",NA
"6171","LINC01231"
"6172","LOC284379"
"6173","RNA5SP476"
"6174","MTND6P11"
"6175",NA
"6176",NA
"6177","SLA2"
"6178","LOC101928295"
"6179","YWHAEP7"
"6180",NA
"6181","POU5F1P3"
"6182","VN1R32P"
"6183",NA
"6184","MHENCR"
"6185","DTX2"
"6186","DPPA4"
"6187","UGT1A1"
"6188","DSCR4"
"6189",NA
"6190",NA
"6191",NA
"6192","TRG-AS1"
"6193",NA
"6194",NA
"6195",NA
"6196","SMARCD3"
"6197",NA
"6198",NA
"6199",NA
"6200","MAP3K12"
"6201","TRABD2B"
"6202",NA
"6203",NA
"6204","PCDH8"
"6205","CFAP157"
"6206",NA
"6207",NA
"6208","BRSK2"
"6209","TEX48"
"6210",NA
"6211",NA
"6212",NA
"6213",NA
"6214",NA
"6215",NA
"6216","RN7SL825P"
"6217",NA
"6218","PCDHA8"
"6219","MTND5P2"
"6220","LY6G5B"
"6221","BMP2KL"
"6222","RPL6P21"
"6223",NA
"6224","PPP1R8P1"
"6225","UGT1A13P"
"6226","NOPCHAP1"
"6227",NA
"6228","UNC93B1"
"6229","VTRNA1-3"
"6230",NA
"6231",NA
"6232",NA
"6233",NA
"6234",NA
"6235",NA
"6236",NA
"6237","AXL"
"6238","HAUS6P1"
"6239",NA
"6240","RNA5SP383"
"6241",NA
"6242",NA
"6243","APOC4"
"6244",NA
"6245","RNU6-833P"
"6246","RNU2-18P"
"6247","MLPH"
"6248","RPL24P2"
"6249",NA
"6250",NA
"6251",NA
"6252","TEX13B"
"6253",NA
"6254",NA
"6255",NA
"6256",NA
"6257","LINC00313"
"6258",NA
"6259","LOC339298"
"6260","RNU6-880P"
"6261","PDCD1"
"6262","LINC00974"
"6263","OR10P1"
"6264",NA
"6265","KRTAP5-1"
"6266",NA
"6267",NA
"6268","CLEC19A"
"6269","RPSAP55"
"6270","ANXA4"
"6271","GPR153"
"6272","LINC02603"
"6273","SEPTIN7P3"
"6274","NLGN2"
"6275","LRRK1"
"6276","MTRNR2L2"
"6277","PTPRU"
"6278",NA
"6279","GIPR"
"6280",NA
"6281",NA
"6282","EIF4A1P7"
"6283","LINC02158"
"6284","RN7SL208P"
"6285","ACTN1-DT"
"6286",NA
"6287","LINC02624"
"6288",NA
"6289",NA
"6290","LPXN"
"6291",NA
"6292",NA
"6293",NA
"6294",NA
"6295",NA
"6296","CCT8L2"
"6297",NA
"6298","SCHIP1"
"6299",NA
"6300","IGLV3-19"
"6301",NA
"6302",NA
"6303",NA
"6304",NA
"6305","LINC02182"
"6306","TMEM200A"
"6307","GALNT12"
"6308",NA
"6309",NA
"6310","BLVRA"
"6311",NA
"6312",NA
"6313","LECT2"
"6314",NA
"6315","LOC102723544"
"6316",NA
"6317",NA
"6318",NA
"6319","SCARNA13"
"6320","LOC105372440"
"6321","SLC35D3"
"6322",NA
"6323","DGAT2L7P"
"6324","CTSW"
"6325",NA
"6326","KCNK17"
"6327","LRP4"
"6328","PRELID3BP5"
"6329","KLHL35"
"6330",NA
"6331",NA
"6332","PIDD1"
"6333","FAM234A"
"6334","IL4R"
"6335","DUXAP1"
"6336",NA
"6337","RNU6-1005P"
"6338",NA
"6339","PCDHA7"
"6340","RPL7AP50"
"6341",NA
"6342","LINC01700"
"6343","RND3"
"6344",NA
"6345","DCAF13P1"
"6346",NA
"6347","TRAF2"
"6348",NA
"6349",NA
"6350","WDR27"
"6351","SOD2"
"6352","CYP4F32P"
"6353","LOC100502572"
"6354","NIT2"
"6355",NA
"6356",NA
"6357",NA
"6358",NA
"6359","MSMB"
"6360","SSX8P"
"6361","LOC284798"
"6362","LRRC61"
"6363",NA
"6364",NA
"6365",NA
"6366","RPS2P34"
"6367","CSTB"
"6368","ZFAND2A-DT"
"6369","HOMER3"
"6370","SYTL3"
"6371",NA
"6372","PCDHA2"
"6373",NA
"6374","STX4"
"6375",NA
"6376","UNC5D"
"6377","RNA5SP528"
"6378",NA
"6379","PLOD2"
"6380",NA
"6381","RNF213"
"6382",NA
"6383","RNU1-132P"
"6384","UBE2Q1-AS1"
"6385",NA
"6386","RUNX1"
"6387",NA
"6388","MAP4K1"
"6389","ZFP91P1"
"6390",NA
"6391","CD8A"
"6392",NA
"6393",NA
"6394","RPS15AP11"
"6395",NA
"6396",NA
"6397","RPS3AP18"
"6398","LSP1P5"
"6399","OR7E136P"
"6400",NA
"6401",NA
"6402",NA
"6403","GPR65"
"6404",NA
"6405","GSAP"
"6406",NA
"6407","HSH2D"
"6408","TRADD"
"6409",NA
"6410","LOC100420580"
"6411","RPS17P2"
"6412","ADAMTS9-AS1"
"6413","DAPK1-IT1"
"6414","RPLP0P10"
"6415","CYP24A1"
"6416",NA
"6417","RNU1-155P"
"6418","BLACE"
"6419",NA
"6420","NPC1"
"6421",NA
"6422","SLC5A4-AS1"
"6423",NA
"6424",NA
"6425",NA
"6426",NA
"6427","MIR6740"
"6428","FAM106A"
"6429",NA
"6430",NA
"6431","ODF3L1"
"6432","KIR2DL1"
"6433","IGLV1-47"
"6434",NA
"6435",NA
"6436","STIL"
"6437",NA
"6438","RPL17P22"
"6439","INPP5D"
"6440","CDC7"
"6441",NA
"6442","CEACAM5"
"6443","KIAA0930"
"6444",NA
"6445",NA
"6446","OGFR-AS1"
"6447",NA
"6448","LOC100859919"
"6449",NA
"6450","CD8B"
"6451","GNLY"
"6452",NA
"6453","TNFSF8"
"6454","SEMA6A-AS2"
"6455","LGALS3BP"
"6456","SNORD100"
"6457","KRT8P49"
"6458","CYBB"
"6459","KRT1"
"6460",NA
"6461","UGT2B15"
"6462",NA
"6463",NA
"6464","SCARNA18"
"6465",NA
"6466",NA
"6467","KCNA10"
"6468","CATIP"
"6469","LINC02324"
"6470",NA
"6471",NA
"6472","LOC442041"
"6473","MCM7"
"6474",NA
"6475","SPAG8"
"6476","GPR141"
"6477","ARHGAP26-AS1"
"6478","TEX45"
"6479",NA
"6480","ADAM12"
"6481","MIR3685"
"6482","BPIFA1"
"6483",NA
"6484",NA
"6485",NA
"6486",NA
"6487","LINC02724"
"6488","TMEM97P1"
"6489","NSUN5"
"6490",NA
"6491","CRACR2B"
"6492","SLC15A5"
"6493","MIR6076"
"6494","GAST"
